ModelID,PatientID,CellLineName,StrippedCellLineName,DepmapModelType,OncotreeLineage,OncotreePrimaryDisease,OncotreeSubtype,OncotreeCode
ACH-000187,PT-bfVDxm,COR-L311,CORL311,SCLC,Lung,Lung Neuroendocrine Tumor,Small Cell Lung Cancer,SCLC
ACH-000188,PT-Iz4kXj,SCC-25,SCC25,OCSC,Head and Neck,Head and Neck Squamous Cell Carcinoma,Oral Cavity Squamous Cell Carcinoma,OCSC
ACH-000189,PT-yDBvIq,RCC10RGB,RCC10RGB,RCC,Kidney,Renal Cell Carcinoma,Renal Cell Carcinoma,RCC
ACH-000190,PT-YCDBvf,HD-MY-Z,HDMYZ,AML,Myeloid,Acute Myeloid Leukemia,Acute Myeloid Leukemia,AML
ACH-000191,PT-Lc6cyf,BHT-101,BHT101,THAP,Thyroid,Anaplastic Thyroid Cancer,Anaplastic Thyroid Cancer,THAP
ACH-000192,PT-Vhzgp5,MFE-280,MFE280,UCEC,Uterus,Endometrial Carcinoma,Endometrial Carcinoma,UCEC
ACH-000193,PT-gADQdp,KARPAS-620,KARPAS620,PCM,Lymphoid,Mature B-Cell Neoplasms,Plasma Cell Myeloma,PCM
ACH-000194,PT-RKnqyJ,Hs 934.T,HS934T,ZFIBSKI,Fibroblast,Non-Cancerous,"Fibroblast, Skin",
ACH-000195,PT-ZJgxZb,Set-2,SET2,AMKL,Myeloid,Acute Myeloid Leukemia,Acute Megakaryoblastic Leukemia,AMKL
ACH-000196,PT-ZerhVq,HCC1599,HCC1599,IDC,Breast,Invasive Breast Carcinoma,Breast Invasive Ductal Carcinoma,IDC
ACH-000197,PT-XChmHC,TALL-1,TALL1,ATLL,Lymphoid,Mature T and NK Neoplasms,Adult T-Cell Leukemia/Lymphoma,ATLL
ACH-000198,PT-FYT6ze,EOL-1,EOL1,CELNOS,Myeloid,Myeloproliferative Neoplasms,"Chronic Eosinophilic Leukemia, NOS",CELNOS
ACH-000199,PT-B6GmiY,Hs 255.T,HS255T,ZFIBCOL,Fibroblast,Non-Cancerous,"Fibroblast, Colorectal",
ACH-000200,PT-bkGAPG,NMC-G1,NMCG1,GB,CNS/Brain,Diffuse Glioma,Glioblastoma,GB
ACH-000201,PT-EY60tR,A-204,A204,MRT,Kidney,Rhabdoid Cancer,Rhabdoid Cancer,MRT
ACH-000202,PT-UB7otW,COLO-320,COLO320,COAD,Bowel,Colorectal Adenocarcinoma,Colon Adenocarcinoma,COAD
ACH-000203,PT-9PJrBN,NH-6,NH6,NBL,Peripheral Nervous System,Neuroblastoma,Neuroblastoma,NBL
ACH-000204,PT-gN5ZVQ,LP-1,LP1,PCM,Lymphoid,Mature B-Cell Neoplasms,Plasma Cell Myeloma,PCM
ACH-000205,PT-GiBvWu,PK-59,PK59,PAAD,Pancreas,Pancreatic Adenocarcinoma,Pancreatic Adenocarcinoma,PAAD
ACH-000206,PT-vEZ2Aw,C8166,C8166,TLL,Lymphoid,T-Lymphoblastic Leukemia/Lymphoma,T-Lymphoblastic Leukemia/Lymphoma,TLL
ACH-000207,PT-5QKbtV,Detroit 562,DETROIT562,OPHSC,Head and Neck,Head and Neck Squamous Cell Carcinoma,Oropharynx Squamous Cell Carcinoma,OPHSC
ACH-000208,PT-i3H4Hx,U-178,U178,ASTR,CNS/Brain,Diffuse Glioma,Astrocytoma,ASTR
ACH-000209,PT-xTQ9GQ,SNU-1079,SNU1079,IHCH,Biliary Tract,Intraductal Papillary Neoplasm of the Bile Duct,Intrahepatic Cholangiocarcinoma,IHCH
ACH-000210,PT-L8aHyf,CADO-ES1,CADOES1,ES,Bone,Ewing Sarcoma,Ewing Sarcoma,ES
ACH-000211,PT-5fvUg8,Daoy,DAOY,MBL,CNS/Brain,Embryonal Tumor,Medulloblastoma,MBL
ACH-000212,PT-y6HadC,CAL-120,CAL120,BRCA,Breast,Invasive Breast Carcinoma,Invasive Breast Carcinoma,BRCA
ACH-000213,PT-Fn6aO6,HUP-T4,HUPT4,PAAD,Pancreas,Pancreatic Adenocarcinoma,Pancreatic Adenocarcinoma,PAAD
ACH-000214,PT-R4JkKl,Hs 675.T,HS675T,ZFIBCOL,Fibroblast,Non-Cancerous,"Fibroblast, Colorectal",
ACH-000215,PT-G8e35b,LN382,LN382,GB,CNS/Brain,Diffuse Glioma,Glioblastoma,GB
ACH-000216,PT-Y4syw7,JH-EsoAd1,JHESOAD1,ESCA,Esophagus/Stomach,Esophagogastric Adenocarcinoma,Esophageal Adenocarcinoma,ESCA
ACH-000217,PT-YfFi4d,JHH-6,JHH6,HCC,Liver,Hepatocellular Carcinoma,Hepatocellular Carcinoma,HCC
ACH-000218,PT-ADoL4a,PL-21,PL21,AML,Myeloid,Acute Myeloid Leukemia,Acute Myeloid Leukemia,AML
ACH-000219,PT-3FxmoJ,A-375,A375,MEL,Skin,Melanoma,Melanoma,MEL
ACH-000220,PT-WbLsVj,Mino,MINO,MCL,Lymphoid,Mature B-Cell Neoplasms,Mantle Cell Lymphoma,MCL
ACH-000221,PT-7v9ThA,SNU-398,SNU398,HCC,Liver,Hepatocellular Carcinoma,Hepatocellular Carcinoma,HCC
ACH-000222,PT-y5xucl,AsPC-1,ASPC1,PAAD,Pancreas,Pancreatic Adenocarcinoma,Pancreatic Adenocarcinoma,PAAD
ACH-000223,PT-Vntr9y,HCC1937,HCC1937,IDC,Breast,Invasive Breast Carcinoma,Breast Invasive Ductal Carcinoma,IDC
ACH-000224,PT-ethUtA,Hs 819.T,HS819T,ZFIBBON,Fibroblast,Non-Cancerous,"Fibroblast, Bone",
ACH-000225,PT-0QAhIt,ECC12,ECC12,STSC,Esophagus/Stomach,Esophagogastric Adenocarcinoma,Small Cell Carcinoma of the Stomach,STSC
ACH-000226,PT-ktST3K,SUP-M2,SUPM2,ALCLALKP,Lymphoid,Mature T and NK Neoplasms,Anaplastic Large-Cell Lymphoma ALK Positive,ALCLALKP
ACH-000227,PT-N9Xbr1,KP-N-YN,KPNYN,NBL,Peripheral Nervous System,Neuroblastoma,Neuroblastoma,NBL
ACH-000228,PT-HX0QLG,BICR 31,BICR31,OCSC,Head and Neck,Head and Neck Squamous Cell Carcinoma,Oral Cavity Squamous Cell Carcinoma,OCSC
ACH-000229,PT-DGfHIv,Hs 822.T,HS822T,ZFIBBON,Fibroblast,Non-Cancerous,"Fibroblast, Bone",
ACH-000230,PT-ZWtwNq,Hs 742.T,HS742T,ZFIBBRE,Fibroblast,Non-Cancerous,"Fibroblast, Breast",
ACH-000231,PT-nIom71,KALS-1,KALS1,GB,CNS/Brain,Diffuse Glioma,Glioblastoma,GB
ACH-000232,PT-88IC1n,U-251 MG,U251MG,ASTR,CNS/Brain,Diffuse Glioma,Astrocytoma,ASTR
ACH-000233,PT-zshCzw,DEL,DEL,ALCLALKP,Lymphoid,Mature T and NK Neoplasms,Anaplastic Large-Cell Lymphoma ALK Positive,ALCLALKP
ACH-000234,PT-A9d4DI,Caki-2,CAKI2,PRCC,Kidney,Renal Cell Carcinoma,Papillary Renal Cell Carcinoma,PRCC
ACH-000235,PT-zLTXv3,Panc 04.03,PANC0403,PAAD,Pancreas,Pancreatic Adenocarcinoma,Pancreatic Adenocarcinoma,PAAD
ACH-000236,PT-DDlBLT,SW1417,SW1417,COAD,Bowel,Colorectal Adenocarcinoma,Colon Adenocarcinoma,COAD
ACH-000237,PT-wwKJYr,JHOM-1,JHOM1,MOV,Ovary/Fallopian Tube,Ovarian Epithelial Tumor,Mucinous Ovarian Cancer,MOV
ACH-000238,PT-Kf5TA3,SCC-4,SCC4,OCSC,Head and Neck,Head and Neck Squamous Cell Carcinoma,Oral Cavity Squamous Cell Carcinoma,OCSC
ACH-000239,PT-dhqDHo,HuG1-N,HUG1N,TSTAD,Esophagus/Stomach,Esophagogastric Adenocarcinoma,Tubular Stomach Adenocarcinoma,TSTAD
ACH-000240,PT-I7SpWg,Hs 600.T,HS600T,ZFIBSKI,Fibroblast,Non-Cancerous,"Fibroblast, Skin",
ACH-000241,PT-0V5kh0,JK-1,JK1,CMLBCRABL1,Myeloid,Myeloproliferative Neoplasms,"Chronic Myeloid Leukemia, BCR-ABL1+",CMLBCRABL1
ACH-000242,PT-9zV4k1,RT4,RT4,BLCA,Bladder/Urinary Tract,Bladder Urothelial Carcinoma,Bladder Urothelial Carcinoma,BLCA
ACH-000243,PT-dLpuzD,DAN-G,DANG,PAAD,Pancreas,Pancreatic Adenocarcinoma,Pancreatic Adenocarcinoma,PAAD
ACH-000244,PT-9fPvh2,DK-MG,DKMG,GB,CNS/Brain,Diffuse Glioma,Glioblastoma,GB
ACH-000245,PT-IrNAYx,BL-41,BL41,BL,Lymphoid,Mature B-Cell Neoplasms,Burkitt Lymphoma,BL
ACH-000246,PT-bLoo9u,SLR 23,SLR23,CCRCC,Kidney,Renal Cell Carcinoma,Renal Clear Cell Carcinoma,CCRCC
ACH-000247,PT-JKf5mS,OCUM-1,OCUM1,DSTAD,Esophagus/Stomach,Esophagogastric Adenocarcinoma,Diffuse Type Stomach Adenocarcinoma,DSTAD
ACH-000248,PT-8CE6ah,AU565,AU565,BRCA,Breast,Invasive Breast Carcinoma,Invasive Breast Carcinoma,BRCA
ACH-000249,PT-hYUBUD,CL-11,CL11,COAD,Bowel,Colorectal Adenocarcinoma,Colon Adenocarcinoma,COAD
ACH-000250,PT-66upm1,KMRC-20,KMRC20,CCRCC,Kidney,Renal Cell Carcinoma,Renal Clear Cell Carcinoma,CCRCC
ACH-000251,PT-l5gD1h,NCI-H2887,NCIH2887,NSCLC,Lung,Non-Small Cell Lung Cancer,Non-Small Cell Lung Cancer,NSCLC
ACH-000252,PT-XQHvQF,LS1034,LS1034,COAD,Bowel,Colorectal Adenocarcinoma,Colon Adenocarcinoma,COAD
ACH-000253,PT-BLAWlD,COLO 201,COLO201,COAD,Bowel,Colorectal Adenocarcinoma,Colon Adenocarcinoma,COAD
ACH-000254,PT-nowpOK,SCC-15,SCC15,OCSC,Head and Neck,Head and Neck Squamous Cell Carcinoma,Oral Cavity Squamous Cell Carcinoma,OCSC
ACH-000255,PT-cxJQjg,LMSU,LMSU,STAD,Esophagus/Stomach,Esophagogastric Adenocarcinoma,Stomach Adenocarcinoma,STAD
ACH-000256,PT-qexSkk,COV318,COV318,HGSOC,Ovary/Fallopian Tube,Ovarian Epithelial Tumor,High-Grade Serous Ovarian Cancer,HGSOC
ACH-000257,PT-7LsK3v,COR-L279,CORL279,SCLC,Lung,Lung Neuroendocrine Tumor,Small Cell Lung Cancer,SCLC
ACH-000258,PT-XTyUEa,Du4475,DU4475,BRCA,Breast,Invasive Breast Carcinoma,Invasive Breast Carcinoma,BRCA
ACH-000259,PT-S07K7h,KELLY,KELLY,NBL,Peripheral Nervous System,Neuroblastoma,Neuroblastoma,NBL
ACH-000260,PT-7WPGtR,SK-N-AS,SKNAS,NBL,Peripheral Nervous System,Neuroblastoma,Neuroblastoma,NBL
ACH-000261,PT-9jciof,RERF-LC-AI,RERFLCAI,LUSC,Lung,Non-Small Cell Lung Cancer,Lung Squamous Cell Carcinoma,LUSC
ACH-000262,PT-BYKJeS,UOK101,UOK101,CCRCC,Kidney,Renal Cell Carcinoma,Renal Clear Cell Carcinoma,CCRCC
ACH-000263,PT-uzWVHa,KASUMI-1,KASUMI1,AML,Myeloid,Acute Myeloid Leukemia,Acute Myeloid Leukemia,AML
ACH-000264,PT-T9nCW5,Calu-6,CALU6,LUAD,Lung,Non-Small Cell Lung Cancer,Lung Adenocarcinoma,LUAD
ACH-000265,PT-o1wR3t,KP-4,KP4,PAAD,Pancreas,Pancreatic Adenocarcinoma,Pancreatic Adenocarcinoma,PAAD
ACH-000266,PT-UWtyIo,SNU-213,SNU213,PAAD,Pancreas,Pancreatic Adenocarcinoma,Pancreatic Adenocarcinoma,PAAD
ACH-000267,PT-YdqP9d,HDLM-2,HDLM2,HL,Lymphoid,Hodgkin Lymphoma,Hodgkin Lymphoma,HL
ACH-000268,PT-IrDGnP,SNU-245,SNU245,EHCH,Biliary Tract,Intraductal Papillary Neoplasm of the Bile Duct,Extrahepatic Cholangiocarcinoma,EHCH
ACH-000269,PT-Qasynk,AM-38,AM38,GB,CNS/Brain,Diffuse Glioma,Glioblastoma,GB
ACH-000270,PT-htpobI,HPAC,HPAC,PAAD,Pancreas,Pancreatic Adenocarcinoma,Pancreatic Adenocarcinoma,PAAD
ACH-000271,PT-i02i7U,SU-DHL-10,SUDHL10,DLBCLNOS,Lymphoid,Mature B-Cell Neoplasms,"Diffuse Large B-Cell Lymphoma, NOS",DLBCLNOS
ACH-000272,PT-cSAYbR,SLR 24,SLR24,CCRCC,Kidney,Renal Cell Carcinoma,Renal Clear Cell Carcinoma,CCRCC
ACH-000273,PT-qWYBLI,SF539,SF539,GSARC,CNS/Brain,Diffuse Glioma,Gliosarcoma,GSARC
ACH-000274,PT-QbMSjm,Hs 852.T,HS852T,MEL,Skin,Melanoma,Melanoma,MEL
ACH-000275,PT-CaS06R,Hs 834.T,HS834T,ZFIBSKI,Fibroblast,Non-Cancerous,"Fibroblast, Skin",
ACH-000276,PT-S4bLNM,HCC38,HCC38,IDC,Breast,Invasive Breast Carcinoma,Breast Invasive Ductal Carcinoma,IDC
ACH-000277,PT-osxHUh,HCC1419,HCC1419,IDC,Breast,Invasive Breast Carcinoma,Breast Invasive Ductal Carcinoma,IDC
ACH-000278,PT-BexFYH,COV362,COV362,HGSOC,Ovary/Fallopian Tube,Ovarian Epithelial Tumor,High-Grade Serous Ovarian Cancer,HGSOC
ACH-000279,PT-BpX01U,EWS502,EWS502,ES,Bone,Ewing Sarcoma,Ewing Sarcoma,ES
ACH-000280,PT-S0isOw,SNU-840,SNU840,BTMOV,Ovary/Fallopian Tube,Ovarian Epithelial Tumor,"Brenner Tumor, Malignant",BTMOV
ACH-000281,PT-aIUMLY,KP-2,KP2,PAAD,Pancreas,Pancreatic Adenocarcinoma,Pancreatic Adenocarcinoma,PAAD
ACH-000282,PT-tUaDvw,NCI-H1755,NCIH1755,LUAD,Lung,Non-Small Cell Lung Cancer,Lung Adenocarcinoma,LUAD
ACH-000283,PT-jCV3Db,A1207,A1207,GB,CNS/Brain,Diffuse Glioma,Glioblastoma,GB
ACH-000284,PT-LnFH3Z,Hs 840.T,HS840T,ZFIBUPA,Fibroblast,Non-Cancerous,"Fibroblast, Upper Aerodigestive",
ACH-000285,PT-gL1kFD,Toledo,TOLEDO,DLBCLNOS,Lymphoid,Mature B-Cell Neoplasms,"Diffuse Large B-Cell Lymphoma, NOS",DLBCLNOS
ACH-000286,PT-eQWzKj,SNU-1033,SNU1033,READ,Bowel,Colorectal Adenocarcinoma,Rectal Adenocarcinoma,READ
ACH-000287,PT-dNbHpB,NU-DUL-1,NUDUL1,ABC,Lymphoid,Mature B-Cell Neoplasms,Activated B-cell Type,ABC
ACH-000288,PT-hgWgpg,BT-549,BT549,BRCNOS,Breast,Invasive Breast Carcinoma,"Breast Invasive Carcinoma, NOS",BRCNOS
ACH-000289,PT-KlxS9l,SNU-466,SNU466,GB,CNS/Brain,Diffuse Glioma,Glioblastoma,GB
ACH-000290,PT-DzY90c,NCI-H209,NCIH209,SCLC,Lung,Lung Neuroendocrine Tumor,Small Cell Lung Cancer,SCLC
ACH-000291,PT-MtLxSF,OV-90,OV90,SOC,Ovary/Fallopian Tube,Ovarian Epithelial Tumor,Serous Ovarian Cancer,SOC
ACH-000292,PT-x8fAhk,NCI-H841,NCIH841,SCLC,Lung,Lung Neuroendocrine Tumor,Small Cell Lung Cancer,SCLC
ACH-000293,PT-tjaCAG,KLE,KLE,UCEC,Uterus,Endometrial Carcinoma,Endometrial Carcinoma,UCEC
ACH-000294,PT-ogTwsS,NB-4,NB4,AML,Myeloid,Acute Myeloid Leukemia,Acute Myeloid Leukemia,AML
ACH-000295,PT-PfwDZx,EM-2,EM2,CMLBCRABL1,Myeloid,Myeloproliferative Neoplasms,"Chronic Myeloid Leukemia, BCR-ABL1+",CMLBCRABL1
ACH-000296,PT-GezIUF,OUMS-23,OUMS23,COAD,Bowel,Colorectal Adenocarcinoma,Colon Adenocarcinoma,COAD
ACH-000297,PT-0Ds3by,NCI-H889,NCIH889,SCLC,Lung,Lung Neuroendocrine Tumor,Small Cell Lung Cancer,SCLC
ACH-000298,PT-2tJBcj,NCI-H2029,NCIH2029,SCLC,Lung,Lung Neuroendocrine Tumor,Small Cell Lung Cancer,SCLC
ACH-000299,PT-OEqvYu,HNT-34,HNT34,AML,Myeloid,Acute Myeloid Leukemia,Acute Myeloid Leukemia,AML
ACH-000300,PT-QvcrZr,SLR 25,SLR25,CCRCC,Kidney,Renal Cell Carcinoma,Renal Clear Cell Carcinoma,CCRCC
ACH-000301,PT-qTtBxS,LAMA-84,LAMA84,CMLBCRABL1,Myeloid,Myeloproliferative Neoplasms,"Chronic Myeloid Leukemia, BCR-ABL1+",CMLBCRABL1
ACH-000302,PT-SeH5WZ,SNU-1077,SNU1077,UCS,Uterus,Endometrial Carcinoma,Uterine Carcinosarcoma/Uterine Malignant Mixed Mullerian Tumor,UCS
ACH-000303,PT-7cPLvN,SNU-5,SNU5,STAD,Esophagus/Stomach,Esophagogastric Adenocarcinoma,Stomach Adenocarcinoma,STAD
ACH-000304,PT-JAyPtz,WM-115,WM115,MEL,Skin,Melanoma,Melanoma,MEL
ACH-000305,PT-iltdpC,EC-GI-10,ECGI10,ESCC,Esophagus/Stomach,Esophageal Squamous Cell Carcinoma,Esophageal Squamous Cell Carcinoma,ESCC
ACH-000306,PT-CqYJd5,Hs 688(A).T,HS688AT,ZFIBSKI,Fibroblast,Non-Cancerous,"Fibroblast, Skin",
ACH-000307,PT-rg0sYD,PK-1,PK1,PAAD,Pancreas,Pancreatic Adenocarcinoma,Pancreatic Adenocarcinoma,PAAD
ACH-000308,PT-cdCVJ4,EFO-21,EFO21,SOC,Ovary/Fallopian Tube,Ovarian Epithelial Tumor,Serous Ovarian Cancer,SOC
ACH-000309,PT-9oyPuO,SK-LU-1,SKLU1,LUAD,Lung,Non-Small Cell Lung Cancer,Lung Adenocarcinoma,LUAD
ACH-000310,PT-2Urqss,IMR-32,IMR32,NBL,Peripheral Nervous System,Neuroblastoma,Neuroblastoma,NBL
ACH-000311,PT-6IoG5q,NCI-H2122,NCIH2122,LUAD,Lung,Non-Small Cell Lung Cancer,Lung Adenocarcinoma,LUAD
ACH-000312,PT-k4Daz3,SK-N-BE(2),SKNBE2,NBL,Peripheral Nervous System,Neuroblastoma,Neuroblastoma,NBL
ACH-000313,PT-Hd1kAu,KMRC-3,KMRC3,CCRCC,Kidney,Renal Cell Carcinoma,Renal Clear Cell Carcinoma,CCRCC
ACH-000314,PT-HLJ5qp,HCC-2108,HCC2108,LUAD,Lung,Non-Small Cell Lung Cancer,Lung Adenocarcinoma,LUAD
ACH-000315,PT-lrPA2x,KARPAS-422,KARPAS422,DLBCLNOS,Lymphoid,Mature B-Cell Neoplasms,"Diffuse Large B-Cell Lymphoma, NOS",DLBCLNOS
ACH-000316,PT-f7BtKr,SNU-886,SNU886,HCC,Liver,Hepatocellular Carcinoma,Hepatocellular Carcinoma,HCC
ACH-000317,PT-ARX9yV,TUHR14TKB,TUHR14TKB,RCC,Kidney,Renal Cell Carcinoma,Renal Cell Carcinoma,RCC
ACH-000318,PT-8hgOdH,TE-10,TE10,ESCC,Esophagus/Stomach,Esophageal Squamous Cell Carcinoma,Esophageal Squamous Cell Carcinoma,ESCC
ACH-000319,PT-5z2CJx,MPP 89,MPP89,PLEMESO,Pleura,Pleural Mesothelioma,"Pleural Mesothelioma, Epithelioid Type",PLEMESO
ACH-000320,PT-tXqEg0,PSN1,PSN1,PAAD,Pancreas,Pancreatic Adenocarcinoma,Pancreatic Adenocarcinoma,PAAD
ACH-000321,PT-vvBnLH,MOLM-6,MOLM6,CMLBCRABL1,Myeloid,Myeloproliferative Neoplasms,"Chronic Myeloid Leukemia, BCR-ABL1+",CMLBCRABL1
ACH-000322,PT-czDcsE,HT-144,HT144,MEL,Skin,Melanoma,Melanoma,MEL
ACH-000323,PT-PE7kNG,42-MG-BA,42MGBA,GB,CNS/Brain,Diffuse Glioma,Glioblastoma,GB
ACH-000324,PT-CrEQoF,JHOC-5,JHOC5,CCOV,Ovary/Fallopian Tube,Ovarian Epithelial Tumor,Clear Cell Ovarian Cancer,CCOV
ACH-000325,PT-Du1wuZ,SNU-620,SNU620,STAD,Esophagus/Stomach,Esophagogastric Adenocarcinoma,Stomach Adenocarcinoma,STAD
ACH-000326,PT-mEKuqA,JURL-MK1,JURLMK1,CMLBCRABL1,Myeloid,Myeloproliferative Neoplasms,"Chronic Myeloid Leukemia, BCR-ABL1+",CMLBCRABL1
ACH-000327,PT-oKf5lW,NCI-H1395,NCIH1395,LUAD,Lung,Non-Small Cell Lung Cancer,Lung Adenocarcinoma,LUAD
ACH-000328,PT-EuirKR,LN-215,LN215,GB,CNS/Brain,Diffuse Glioma,Glioblastoma,GB
ACH-000329,PT-GKdkIC,CCF-STTG1,CCFSTTG1,ASTR,CNS/Brain,Diffuse Glioma,Astrocytoma,ASTR
ACH-000330,PT-ykXL80,EFM-19,EFM19,IDC,Breast,Invasive Breast Carcinoma,Breast Invasive Ductal Carcinoma,IDC
ACH-000331,PT-ThvuiE,IST-MES2,ISTMES2,PLEMESO,Pleura,Pleural Mesothelioma,"Pleural Mesothelioma, Epithelioid Type",PLEMESO
ACH-000332,PT-Lio3jT,YAPC,YAPC,PAAD,Pancreas,Pancreatic Adenocarcinoma,Pancreatic Adenocarcinoma,PAAD
ACH-000333,PT-60XjJv,JHOM-2B,JHOM2B,MOV,Ovary/Fallopian Tube,Ovarian Epithelial Tumor,Mucinous Ovarian Cancer,MOV
ACH-000334,PT-mgfMcU,DB,DB,DLBCLNOS,Lymphoid,Mature B-Cell Neoplasms,"Diffuse Large B-Cell Lymphoma, NOS",DLBCLNOS
ACH-000335,PT-MFqmhR,MSTO-211H,MSTO211H,PLBMESO,Pleura,Pleural Mesothelioma,"Pleural Mesothelioma, Biphasic Type",PLBMESO
ACH-000336,PT-0F4qCF,OCI-AML3,OCIAML3,AML,Myeloid,Acute Myeloid Leukemia,Acute Myeloid Leukemia,AML
ACH-000337,PT-0fXDWz,NCI-H3122,NCIH3122,LUAD,Lung,Non-Small Cell Lung Cancer,Lung Adenocarcinoma,LUAD
ACH-000338,PT-khOMVk,SR-786,SR786,ALCLALKP,Lymphoid,Mature T and NK Neoplasms,Anaplastic Large-Cell Lymphoma ALK Positive,ALCLALKP
ACH-000339,PT-IP75QA,HCC-461,HCC461,LUAD,Lung,Non-Small Cell Lung Cancer,Lung Adenocarcinoma,LUAD
ACH-000340,PT-O6FqYe,Hs 870.T,HS870T,ZFIBBON,Fibroblast,Non-Cancerous,"Fibroblast, Bone",
ACH-000341,PT-I4N9IW,SK-N-FI,SKNFI,NBL,Peripheral Nervous System,Neuroblastoma,Neuroblastoma,NBL
ACH-000342,PT-p9FCOx,CL-14,CL14,COAD,Bowel,Colorectal Adenocarcinoma,Colon Adenocarcinoma,COAD
ACH-000343,PT-6ukZx4,NCI-H522,NCIH522,LUAD,Lung,Non-Small Cell Lung Cancer,Lung Adenocarcinoma,LUAD
ACH-000344,PT-KDacEe,SNU-668,SNU668,DSTAD,Esophagus/Stomach,Esophagogastric Adenocarcinoma,Diffuse Type Stomach Adenocarcinoma,DSTAD
ACH-000345,PT-LZIxuV,KP-N-RT-BM-1,KPNRTBM1,NBL,Peripheral Nervous System,Neuroblastoma,Neuroblastoma,NBL
ACH-000346,PT-Qpiidf,JVM-3,JVM3,BPLL,Lymphoid,Mature B-Cell Neoplasms,B-Cell Prolymphocytic Leukemia,BPLL
ACH-000347,PT-J6GNwJ,QGP-1,QGP1,PANET,Pancreas,Pancreatic Neuroendocrine Tumor,Pancreatic Neuroendocrine Tumor,PANET
ACH-000348,PT-xMEDHc,RPMI-7951,RPMI7951,MEL,Skin,Melanoma,Melanoma,MEL
ACH-000349,PT-nuy7MI,HCC1500,HCC1500,DCIS,Breast,Breast Ductal Carcinoma In Situ,Breast Ductal Carcinoma In Situ,DCIS
ACH-000350,PT-j0XD5z,COLO-678,COLO678,COAD,Bowel,Colorectal Adenocarcinoma,Colon Adenocarcinoma,COAD
ACH-000351,PT-jfdGU1,MKN1,MKN1,STAS,Esophagus/Stomach,Esophagogastric Adenocarcinoma,Adenosquamous Carcinoma of the Stomach,STAS
ACH-000352,PT-jBpXJh,HCC1428,HCC1428,BRCA,Breast,Invasive Breast Carcinoma,Invasive Breast Carcinoma,BRCA
ACH-000353,PT-h9Imcs,TE-15,TE15,ESCC,Esophagus/Stomach,Esophageal Squamous Cell Carcinoma,Esophageal Squamous Cell Carcinoma,ESCC
ACH-000354,PT-MDCOET,Capan-1,CAPAN1,PAAD,Pancreas,Pancreatic Adenocarcinoma,Pancreatic Adenocarcinoma,PAAD
ACH-000355,PT-TQn0DO,NCI-H82,NCIH82,SCLC,Lung,Lung Neuroendocrine Tumor,Small Cell Lung Cancer,SCLC
ACH-000356,PT-cE9wYI,MKN-45,MKN45,DSTAD,Esophagus/Stomach,Esophagogastric Adenocarcinoma,Diffuse Type Stomach Adenocarcinoma,DSTAD
ACH-000357,PT-97FBgP,JeKo-1,JEKO1,MCL,Lymphoid,Mature B-Cell Neoplasms,Mantle Cell Lymphoma,MCL
ACH-000358,PT-XQlkPK,NCI-H69,NCIH69,SCLC,Lung,Lung Neuroendocrine Tumor,Small Cell Lung Cancer,SCLC
ACH-000359,PT-qWqYVi,MG-63,MG63,OS,Bone,Osteosarcoma,Osteosarcoma,OS
ACH-000360,PT-M0lnCb,NCI-H508,NCIH508,COAD,Bowel,Colorectal Adenocarcinoma,Colon Adenocarcinoma,COAD
ACH-000361,PT-sPLV6L,SK-HEP-1,SKHEP1,HCC,Liver,Hepatocellular Carcinoma,Hepatocellular Carcinoma,HCC
ACH-000362,PT-H3wdRq,MOLM-13,MOLM13,AML,Myeloid,Acute Myeloid Leukemia,Acute Myeloid Leukemia,AML
ACH-000363,PT-35DpVF,SK-MM-2,SKMM2,PCM,Lymphoid,Mature B-Cell Neoplasms,Plasma Cell Myeloma,PCM
ACH-000364,PT-WN1oZd,U-2 OS,U2OS,OS,Bone,Osteosarcoma,Osteosarcoma,OS
ACH-000365,PT-I24dRR,SU-DHL-4,SUDHL4,DLBCLNOS,Lymphoid,Mature B-Cell Neoplasms,"Diffuse Large B-Cell Lymphoma, NOS",DLBCLNOS
ACH-000366,PT-lIgcxS,SK-N-DZ,SKNDZ,NBL,Peripheral Nervous System,Neuroblastoma,Neuroblastoma,NBL
ACH-000367,PT-hfcpvz,NCI-H226,NCIH226,PLEMESO,Pleura,Pleural Mesothelioma,"Pleural Mesothelioma, Epithelioid Type",PLEMESO
ACH-000368,PT-U0kXHW,SNU-1105,SNU1105,GB,CNS/Brain,Diffuse Glioma,Glioblastoma,GB
ACH-000369,PT-sUmz7V,MOLM-16,MOLM16,AML,Myeloid,Acute Myeloid Leukemia,Acute Myeloid Leukemia,AML
ACH-000370,PT-HHIjR4,SNU-626,SNU626,GB,CNS/Brain,Diffuse Glioma,Glioblastoma,GB
ACH-000371,PT-B4jW32,RL,RL,DLBCLNOS,Lymphoid,Mature B-Cell Neoplasms,"Diffuse Large B-Cell Lymphoma, NOS",DLBCLNOS
ACH-000372,PT-n3wTBx,P12-ICHIKAWA,P12ICHIKAWA,TLL,Lymphoid,T-Lymphoblastic Leukemia/Lymphoma,T-Lymphoblastic Leukemia/Lymphoma,TLL
ACH-000373,PT-8qF7hQ,SKM-1,SKM1,AML,Myeloid,Acute Myeloid Leukemia,Acute Myeloid Leukemia,AML
